content,score,appVersion,topic_label
"I'm cancelling My subscription because the support team has zero drive in actually fixing anything. I've been trying to add ""audiobooks+ for plan members"" to my Duo account for 2 months now, and your tech support team has had it in their inbox for just as long and there's been no change or unprompted communication. Missy, Hannah, and the entire escalation team do not give a flying damn about anything that hits their desk. I gave an easy fix and it was ignored. The app worked great otherwise.",1,9.1.36.1948,Audiobook Issues
"There needs to be an Auto-Start option. I don't like getting in my truck and hearing music when I don't want music. The app is very annoying, like a little sibling who doesn't know when to shut up.",2,,Bluetooth and Car Integration
"Connecting problem when the device has multiple bluetooth devices saved , app can't selecting device",1,9.1.36.1948,Bluetooth and Car Integration
I wish there was an option to turn off auto start when I get into my car it's already playing music I want the option to not have auto start when I enter my vehicle. My daughter listens to sleep music on Spotify on her Alexa but when I get in my car I'm also hearing sleep music please fix this.,1,9.1.48.1663,Bluetooth and Car Integration
"Until there is a setting to disable the jam feature in general, I cease my subscription. I do not understand how such annoying feature cannot be disabled by default.",1,9.1.52.1394,Bluetooth and Car Integration
Let me turn off Jam suggestions. i dont want to jam with the random stranger in the car next to me. this is a breach of privacy!,3,9.1.40.1486,Bluetooth and Car Integration
"There's no setting to turn off the thing where it'll automatically start a jam when you connect to a speaker AND send a notification invite to other people near you. Big privacy oversight. You shouldn't have to turn that off for every speaker you connect to, you should be able to just universally choose not to start jams automatically. They need to update this or I'm going back to Apple Music",1,9.1.60.1970,Bluetooth and Car Integration
"I'm so tired of this app just ""forgetting"" what artist I'm listening to and disconnecting from my bluetooth for no reason.",1,9.1.32.2083,Bluetooth and Car Integration
killing bluetooth connection to my earbuds. causing major instability and makes the earbuds unusable.,2,9.1.52.1394,Bluetooth and Car Integration
"Being unable to disable the constant ""do you want to join so and so's jam"" ""feature"" is so braindead.",1,9.1.52.1394,Bluetooth and Car Integration
"Will not stop autoplay when I get in the car. I turn the app off, I make a phone call, IT AUTO PLAYS AGAIN!!! Ive reinstalled and turned all autoplay features on this app and in every setting in my android phone. I'm no longer sure if this ap is even worth it if it's free... now I uninstall it when I'm finished and reinstal it when I want it. ive gone threw all the setting and FAQ . Nothing",1,9.1.52.1394,Bluetooth and Car Integration
"App has a setting where it auto plays immediately on connecting to Bluetooth, even after turning off that setting multiple times it kept doing it. buggy mess, finally just deleted it off my phone",1,9.1.60.1970,Bluetooth and Car Integration
Autoplayis bad. love your app otherwise. the problem is the app is burning through .01 GB of data every ten seconds. on the audio only mode. wow that was weird; thank you for fixing it! love this app!,4,9.1.42.2058,Bluetooth and Car Integration
L app there's no option to stop the autoplay when connected on bluetooth headphones 🤡,1,,Bluetooth and Car Integration
I am uninstalling due to auto connect Bluetooth feature. Its very frustrating and even after turning it off it keeps on connecting.,1,9.1.24.1739,Bluetooth and Car Integration
"In response to your response: LOL, then why doesn't any other music app i have ever used have this problem??? THIS APP IS SO ANNOYING! IT AUTO STARTS PLAYING WHENEVER IT CONNECTS TO MY CAR STEREO!",1,9.1.26.2279,Bluetooth and Car Integration
Autoplay won't turn off.... people have been complaining about this for 5 years on the community pages,2,9.1.44.2120,Bluetooth and Car Integration
The damn thing always pops up on Android Auto and wants to play automatically. Can't make it go away. Extremely annoying!,2,9.1.28.2252,Bluetooth and Car Integration
"I didn't get much time to try this app out. Once I tell it to play, it automatically plays anytime it connects to Bluetooth even if I have closed the app and tried restarting the phone. Adjusting the settings for this feature doesn't stop it either plus after every Bluetooth phone call the app reopens on its own and continues playing. Could only stop it by uninstalling. Edit: only this app reopens itself to resume playing on my car Bluetooth. Not Amazon music nor Pandora nor YouTube music",2,9.1.28.2252,Bluetooth and Car Integration
It's getting hard to recommend. It autoplays when you get in car or use Bluetooth headset even when it wasn't the last media app used. It then plays something I don't want. Maybe linked to last use. It's poor. Thanks to Developer for response. Will check that.,2,9.1.24.1739,Bluetooth and Car Integration
no way to prevent app from auto playing when you connect,3,9.1.44.2120,Bluetooth and Car Integration
because he massage me I am can.t open sound until اشترك,1,,Cannot Choose Songs on Free
"Worse! Now we can't choose music they automatically play next music if you want to listen another song we can't and we can't do backwards the music like if you want to listen from 2:05 and the music is on 3:14 and you can't listen, you can't do it 🤧💔",2,,Cannot Choose Songs on Free
Not enough control. You can't even choose the song you want to listen to without having to listen to a bunch of other 😭 what's the point,1,9.1.60.1970,Cannot Choose Songs on Free
I do not experience any difficulty to reach to any song of my choice,5,9.1.52.1394,Cannot Choose Songs on Free
Are you kidding me RIGHT NOW?? I CAN'T EVEN CHOOSE THE SONGS??? WHAT IS WRONG WITH YOU???,1,,Cannot Choose Songs on Free
"I can't choose the song i want , Spotify do it for me and I don't like that",1,9.1.42.2058,Cannot Choose Songs on Free
it's so boring and di can't even play the right songs because it always be a nother song!,1,9.1.42.2058,Cannot Choose Songs on Free
"I don't like, I got a lot to talk about",1,,Cannot Choose Songs on Free
"okay what the heck is going on? it's been 3 days now, and I can't choose any songs of my liking nor I can skip any songs.",2,,Cannot Choose Songs on Free
"even though you think you pick my playlist, I will say that is as incorrect as you could be. I don't care what song you play you are not picking my playlist. you want to bet? I guarantee you 5 million you will never pick my playlist.",1,9.1.42.2058,Cannot Choose Songs on Free
you just take me to another World i can trun of the World Around me by turning you you on,5,9.1.36.1948,Cannot Choose Songs on Free
"this thing sucks,it won't let me pick my own songs",2,9.1.50.1906,Cannot Choose Songs on Free
can't even play a song without having to listen to an add🤬,1,9.1.40.1486,Cannot Choose Songs on Free
The literally removed every option. You can't even decide which song to listen.,1,9.1.36.1948,Cannot Choose Songs on Free
I hate it because I play something and then it kicks my out ALL the time.,1,9.1.52.1394,Cannot Choose Songs on Free
this is a f****** platfor you cannot play music as your wish,2,,Cannot Choose Songs on Free
nowadays it is not letting me to listen to songs more than a limit. pls make as it was before,3,,Cannot Choose Songs on Free
"Stucked always , quality is bad , song choice of smart choice is bad not getting proper mood through songs and suggestions bad",2,,Cannot Choose Songs on Free
does not you let you pick your song if there was zero i put that,1,9.1.36.1948,Cannot Choose Songs on Free
Didnt put a girl in my top 5 hottest singles,1,9.1.44.2120,Cannot Choose Songs on Free
"Please, please fix the editing of playlists. It takes multiple tries to add a single song to a playlist with the new drag format. I check the playlist I want to add a song to and it doesn't save until the 4th or 5th time. And the drag down to save is incredibly frustrating and inefficient when I have to go into folders. Why did we remove the 'Save' button? Also, please make it so I can rearrange the order of playlists on mobile. I'm tired of having to log in on my computer to do this.",3,9.1.44.2120,Cannot Reorder Playlist
"LATEST EDIT: Fix ""Add to Playlist"" option — it's infuriating how the most recently added to playlists I always used to be able to add more keep being randomly shuffled. I go to add a song to a playlist I'm currently working on and it's not at the top, my finger scrolls down to find it and then as I'm scrolling it reorganizes them over and over. it's obnoxious to say the least. Also: WHY DO YOU HAVE THE ""X Hide This Song"" option SO HIGH UP NEXT TO THE ""Add Song To Queue/Playlist""?? MOVE IT ⬇",3,8.7.0.1154,Cannot Reorder Playlist
"unhappy with new edit playlist - please bring back the old edit playlist option, it sucks only having to select between move to bottom or top.",1,9.1.58.1567,Cannot Reorder Playlist
why u can move to any point in a music instead of relistening to it,1,9.0.18.604,Cannot Reorder Playlist
"I don't understand why you can't just make it to where you can press on the song for 1 to 2 seconds and then make it to where the user can drag it wherever they want on there list, up or down. Why do I have to go into a whole list of editing? And then doesn't even work with the five options for sorting.",2,9.1.60.1970,Cannot Reorder Playlist
"this is such a dumb request, but I neeeedddd the app to let me sort the songs in my playlists by release date pleassseeee",4,,Cannot Reorder Playlist
"bro pls don't add unnecessary update, why can't i edit my playlist on my own, i could only edit it to be at the very top or the bottom while i want it to be in the middle",2,9.1.44.2120,Cannot Reorder Playlist
"Not able to sort playlists (or anything to the matter of fact) in global search in 2026 is just sad. I have found multiple issues reported with sorting for last couple of years, and here we go still not available. I would say sort functions are not that hard to implement, but I guess Spotify is living still in 2000 era.",1,9.1.40.1486,Cannot Reorder Playlist
some room for improvement. the list management are very bad for long list you can not put a son at top or bottom or sort by artist or date or drag many items,4,9.1.42.2058,Cannot Reorder Playlist
The new sort feature is arguably terrible. It's very difficult for me just to sort my playlist without it blocking the same song over and over again. I just want to sort my playlist in peace man,3,9.1.58.1567,Cannot Reorder Playlist
"FFS sort properly when I ask it to sort a playlist alphabetically!! I use prefixes like ""A -"" and ""B -"" NDR completely ignored when Spotify sorts alphabetically!! furthermore there are no tools for managing playlists and for moving songs between lists.",1,9.1.42.2058,Cannot Reorder Playlist
i switched from a s22 galaxy ultra+ to a s26 galaxy ultra and now i cannot sort my own playlists... i just want the option to go through my older songs or my newer songs this a.i bs isnt doing me any favors very upset about it.,1,9.1.52.1394,Cannot Reorder Playlist
"sorting by alphabetical doesn't even work as I, B, I, D, Y, H, then L. that's a level of stupidity that shouldn't happen",1,9.1.50.1906,Cannot Reorder Playlist
"I've loved this app for a very long time and the interface,but i think there's something new or a feature you added recently that doesn't make sense, initially i was able to move any song in my playlist from anywhere to anywhere (top,middle,bottom) by long pressing the song i just move it around,now i added some songs to my play list and I'm trying to move it around to a specific position in the playlist but I'm seeing a new option which is just top or bottom,it doesn't make sense please change",3,9.1.52.1394,Cannot Reorder Playlist
"Unbelievable that you can't sort your playlists. I don't know how mine is sorted, but it's not alphabetical (neither song name, album name or band/artist), it's not when songs were added and it is not newest songs. I don't know why you haven't added such a basic feature yet. All new songs I've added to my playlist are unable to be found because I can't scroll that far down, so I have to pray that my new songs show up in a playlist with ~300 songs. Completely and utterly unacceptable.",1,9.1.52.1394,Cannot Reorder Playlist
I can no longer sort playlists in a folder by custom order. I also don't see why the folder feature is so much more limited on phone than on PC. Why can't I play folders from my phone.,2,9.1.34.2060,Cannot Reorder Playlist
should add a drag and drop sorting so I can easily sort my songs in any order,1,9.1.50.1906,Cannot Reorder Playlist
You can't reverse sort on mobile. How insanely incompetent do you have to be to exclude such a basic feature?,1,9.1.32.2083,Cannot Reorder Playlist
"I like Spotify, but just now the app stopped so I reopened it and noticed that there is no option to organize my playlists by custom order. Yes, after you filter it by playlists it appears, but it doesn't do that for the playlists in my folders. It REALLY bothers me because I had a place for EVERYTHING and I make a lot of playlists, so now I'm just lost in there and don't know where anything is. I spent a LOT of time organizing it all.",3,9.1.34.2060,Cannot Reorder Playlist
"Can we get a better edit order of songs?... For example i want to make my playlist alphabetical for the public but I can't.. Because that order is only CLIENT, not a ""Make this as a default order?"" like because as u keep adding songs in your playlist (i have 1,2k) it's getting tougher to find a specific song because they're all jumbled. I wish yall add that feature plsss it will be so much better like omggg i dont want to manually grab the songs and torture my fingers solely for rearrangement",5,9.1.42.2058,Cannot Reorder Playlist
I signed up for the 3 months free and was still charged!,1,9.1.62.1601,Charged During Free Trial
"I was trying to use a promo that I got for 3 months free, but when I got to the end, they were requiring a card number. free is free, you do not need a card number.",1,9.1.44.2120,Charged During Free Trial
"Don't fall for their three month free SCAM. If you try to use google pay, which is one of the options given for free trial, the next screen sneakily sneaks in a full charge. Definitely time to go back to Deezer for any and all purchases.",1,9.1.52.1394,Charged During Free Trial
1 month free subscription is just a scam. after i inserted my visa card they asked for 2$ for subscription which was meant to be free.,1,9.1.60.1970,Charged During Free Trial
"about that, I didn't how to use the trial and I only 13+",3,,Charged During Free Trial
"I clicked on the 3 month trial ad and signed up. they still charged me $15.99. I'm poor. I'm never using this app again after my month is up, I'm so done. you scammed me.",1,9.1.52.1394,Charged During Free Trial
3 months trial plus one month paid equals a dime a day juke box. Perfect to get through the holidays without ads.,4,9.1.16.1450,Charged During Free Trial
wanted to try the 3 months free but needed to pay R10 how exactly does that work ? its supposed to be Free,1,,Charged During Free Trial
"Cancelled my free trial and gave no valid explanation as to why it was done. Too much ads too. Went to the customer service and got absolutely no help and got told they can't give further evidence, as it's for ""security reasons""",1,9.1.58.1567,Charged During Free Trial
"Way too many ads, and then they offer a 3 month free trial period and don't even follow through. I signed up for it and only one month later they charged my card without a warning email or anything.",1,9.1.52.1394,Charged During Free Trial
"They offered a free 3 month trial, but yet when I accept that trial I still got charged. Absolute scummy behavior.",1,9.1.28.2252,Charged During Free Trial
I was wanted try the free 3 month subscription and they tried to charge me for it so how is it a free trial if you have to pay for it please explain,1,,Charged During Free Trial
"Don't sign up for the 3 month trial, it's not free anymore. They'll charge you full price in a week.",3,9.1.24.1739,Charged During Free Trial
I don't understand why I was charged for attempting to get the free trial and my money was not refunded after complaining,1,9.1.32.2083,Charged During Free Trial
"The free trial charged my card and I didn't get to actually feel it, and I didn't get refunded",1,9.1.42.2058,Charged During Free Trial
Wanted to sign up for 3 months free was charged $15+ now when was meant to be charged 3 months later,1,,Charged During Free Trial
do I need 5 million rand to afford the 3 months of FREE trial. Absolutely ridiculous,1,9.1.24.1739,Charged During Free Trial
I was offered a 3 month trial on a sketchy ad while in fact they charged me for the first month to then have access for the trial. 🤡 Uninstalling.,1,9.1.52.1394,Charged During Free Trial
they offered 3 months free and charged me as soon as hit subscribe so that's not free trial,1,,Charged During Free Trial
keeps promoting free months but then tells me my account not eligible,3,9.1.42.2058,Charged During Free Trial
"Recent update broke the discovery of Google cast devices. I subscribe for multi room streaming, yet I have sat in silence for days!! I shouldn't have to manually downgrade versions...",2,9.1.46.1922,Chromecast and Device Casting
Cant cast to google nest speakers anymore. I wasn't happy with the low quality playback before but spotify is now almost completely useless to me.,1,9.1.44.2120,Chromecast and Device Casting
Good except when updates break things - which happens too often. e.g. Chromecast support has been completely broken since late April 2026; used to work just fine. I question whether there is a proper quality department which runs regression tests on new builds. Shiny shiny new being chased over solid performance. Update June 2026: Chromecast fixed again as of the latest update. Until next time...,3,9.1.50.1906,Chromecast and Device Casting
now spotify cant find chromecast audio anymore since last update,1,9.1.44.2120,Chromecast and Device Casting
"EDIT: As of 12 May Spotify no longer plays on Google devices even using voice commands. Paying for premium and getting a massively limited service. ***"" For the last few days I've been unable to cast to any Google device from my phone. Non-Google devices show as available and can be connected to, and I can use voice commands to get Spotify to play on smart speakers - at which point I also gain control on my phone. As soon as I disconnect, the device is gone again. No other apps have issues.",1,9.1.44.2120,Chromecast and Device Casting
"Realized my list of Google speakers has now disappeared from the Spotify app, likely due to recent Spotify updates!",3,9.1.44.2120,Chromecast and Device Casting
"They introduced a ""feature"" that removed Spotify Connect and forced me to use Google Cast, which means I can't cast in Lossless. That defeats the purpose of switching to Spotify so I'll go back to Amazon Music if they don't fix it soon",1,9.0.80.1320,Chromecast and Device Casting
Can no longer cast to Google nest speakers or group. works via Google home just not in Spotify,1,9.1.50.1906,Chromecast and Device Casting
Spotify and Chromecast integration is broken. I haven't been able to cast my audio to my speakers for close to 4 months now. I don't have this issue when using other apps (Youtube Music) so it is specifically a Spotify problem. Shouldn't be happening for the amount we are paying for the service. Response to Spotify's Comments. Casting volume is not the culprit for this error. App refuses to establish connection with Chromecast devices. Devices are Chromecast Audio and Google Nest Hub.,1,9.1.34.2060,Chromecast and Device Casting
Unstable. New ai features seem not right. Chromecasting is broken again... And limited metadata visible on tracks.,2,9.1.48.1656,Chromecast and Device Casting
"spotify no longer works on Google home devices, using Google Cast. to me it became unusable.",1,9.1.44.2120,Chromecast and Device Casting
"It used to be a very good app but lately they have broken Spotify Connect, I can only use it for my devices if I turn off wifi on my phone. If the phone and the other devices are on the same network, you can only select Google Cast. This bug has not been fixed in months, so support for the app is poor. It's not a problem on my computer Spotify.",1,9.1.28.2252,Chromecast and Device Casting
"since last update, I can't see any of my smart devices when I want to cast. It just says no devices found on this network. uninstalled and reinstalled app, factory reset nest hub, reset WiFi, checked all settings were correct and still not working yet if I ask hub to play Spotify it works and can be controlled by app.",2,9.1.44.2120,Chromecast and Device Casting
Chromecast connection from this app has been broken for far too long. Fix it!,1,9.1.60.1970,Chromecast and Device Casting
RECENT 5/4/26 update has BROKEN Google Chromecast and Audio cast devices. they no longer show up on WIFI cast list. needed to download the previous version to use my devices correctly.,1,9.1.44.1711,Chromecast and Device Casting
"Since your last update, my Beo A5 is no longer working to cast music. After contacting Bang & Olufsen, they blamed a change in a protocol on your side. Could you please work on this?",1,9.1.42.2058,Chromecast and Device Casting
"Why is Spotify no longer working with the Chromecast audio? I have tried all the things including reinstalling it twice, rebooting my phone, rebooting the Chromecast audio and clearing cache. None of that is working. It also really bugs me that when the developer comments you cannot reply to them. It would make it easier if we could reply to you directly. I'm sure I'm not the only one having this issue.",1,9.1.44.2120,Chromecast and Device Casting
"It's become useless! Can no longer find any Google devices, despite being able to do this for years. I've tried everything, but they still aren't showing, so can only ""cast my screen"" through the Google home app which isn't the same listening experience at all. This seems to have become a problem for many people recently, so please fix it!",1,9.1.44.2120,Chromecast and Device Casting
"The last update took away the ability to chrome cast to my home theatre despite every other streaming app I use working through my Chromecast. Fix immediately, sack your developer or I go free and analogue again, happily.",1,9.1.44.2120,Chromecast and Device Casting
Update 12/9/25: Still a trash UI. Update 05/10/26: Spotify won't display Vizio tv as a cast-device. This is only this app and only for my older Vizio tv. This just started recently.,1,9.1.44.2120,Chromecast and Device Casting
adds should be reduced. They always interrupt my music. This is so irritating for all people who listen music in Spotify,3,9.1.44.2120,Excessive Ads Frequency
too much adds.. its really irritating while listening good music.,1,9.1.62.1601,Excessive Ads Frequency
dey add vidulam aana adhukkunu 2 songs after 2 add will play and irritated to me,1,,Excessive Ads Frequency
adds every 1 music can't play my music and after every 100th song there would be the song,1,9.1.44.2120,Excessive Ads Frequency
They give many many adds after each song and sometimes they claim that after hearing this add u would get 30mins add free music experince. But at the end they don't keep their word and show add again.....,1,9.1.50.1906,Excessive Ads Frequency
"too much add, can't even stream music for more than 2 song.",1,9.1.44.2120,Excessive Ads Frequency
It's many many adds. After. End one song. I hate this.,2,9.1.50.1906,Excessive Ads Frequency
too many adds in between. says 40 minutes of uninterrupted music but adds show up after 10 minutes,3,9.1.36.1948,Excessive Ads Frequency
gives adds that are not good for streaming out loud,4,9.1.60.1970,Excessive Ads Frequency
playing something I didn't pick and always have adds after 1 somg,1,9.1.44.2120,Excessive Ads Frequency
"I get that you have to show the adds but atleast show them in my language or in english, why am I getting Korean adds when I don't even listen to korean music",1,9.1.36.1948,Excessive Ads Frequency
love the songs but when. is the next song it comes a two adds that I hate,3,9.1.32.2083,Excessive Ads Frequency
it's too much add after every 3 song either make it completely paid it's sound irritating for hearing too long add without skipping option,2,9.1.28.2252,Excessive Ads Frequency
Not sufficient for listening there is only adds adds 🫥,2,,Excessive Ads Frequency
"bad experience overall,you just know after 2 songs 3 adds will come approximately 1 min 30s long everytime",3,9.1.28.2252,Excessive Ads Frequency
Bro till 1 or 2 adds it was fine but now they give 3 adds for every 2 songs that is more than even youtube or amazon prime.,1,,Excessive Ads Frequency
The adds are too much. You cannot get past 2 songs without a 2 minute add.,1,9.1.24.1739,Excessive Ads Frequency
It use to be fine but now there are too many adds. like after every 2 songs there are two to three adds. this is not okay!,2,9.1.32.2083,Excessive Ads Frequency
after every 2 or 3 songs. i got very often adds which is not very satisfying,4,9.1.32.2083,Excessive Ads Frequency
so many adds and you only have a curtain number you can skip songs,3,9.1.42.2058,Excessive Ads Frequency
What's the use of offline mode if I can't even open the damn app whenever I'm not connected to the internet?,2,,False Offline Status
Can't open app in flight mode. Defeats purpose of downloading offline content. Stupid.,1,9.1.44.2120,False Offline Status
still occasionally buggy. lately app struggles to connect to network and keeps saying I'm offline when I open for a couple mins before it finally connects. happens on wifi and Mobile. issue began one phone and continues on new phone.,4,9.1.44.2120,False Offline Status
Consistently disconnects from the internet with a 'you're offline' message where I can't search or select anything. I pay premium too,3,9.1.44.2120,False Offline Status
Homepage loads without issue but all other features run into error saying offline even though internet is available.,2,9.1.46.1922,False Offline Status
this app is stupid as hell. It says I'm offline when I'm not. Yall developers are incompetent,1,9.1.40.1486,False Offline Status
keep opening and closing the app because its saying im offline. been a shambles the last month or so,1,9.1.44.2120,False Offline Status
This is like the only app I've used that I can have 100 mbps and itll tell me I'm offline for half the drive then suddenly be online. Only here for Rogan or Id ditch this app.,1,9.1.24.1739,False Offline Status
"Constantly having this issue of being ""offline"" tried resetting, clearing cache no luck. Connected to Wifi, same thing under data.",1,9.1.24.1739,False Offline Status
"Constantly getting stuck in ""You're offline"" and I'm forced to kill the app and clear cache to actually load again. Please, I just want some core functionality that doesn't break every week",2,9.1.60.1970,False Offline Status
keeps putting me in offline and after dozens of reopening the app i then can go online but gave to keep reopening till it tells me about the jam,1,,False Offline Status
"why does it take 5 min to go from ""offline"" to ""online"" when I just launched the app",2,9.1.32.2083,False Offline Status
I'm not sure what changed but it constantly says I'm offline when I'm not there has even been times when I have to uninstall and reinstall to get it to work because it won't stop saying I'm offline.,1,9.1.44.2120,False Offline Status
"says offline when I'm actually on WiFi or cell service. it will constantly go online offline, very unstable",3,9.1.36.1948,False Offline Status
my app is not opening it kept saying you are offline even I am online. worst app ever,1,9.1.52.1394,False Offline Status
offline is such a buggy mess it's almost false advertising,1,9.1.44.2120,False Offline Status
i just updated the app and now it doesn't work. it always says “something went wrong” and keeps suggesting offline mode. well that sucks because i have internet and that mode doesn't even make me listen continuously.,1,9.1.56.574,False Offline Status
"routinely marks itself as offline when it's connected to Wi-Fi AND I have full service bars. I have tried EVERYTHING, to no avail.",1,9.1.32.2083,False Offline Status
sometimes it show Something went wrong even if Network is connected.. and glitching while adjusting in minimize options,1,9.1.56.574,False Offline Status
"Everytime I open the app I get hit with ""you're offline"" and I have to open and close the app at least 3 times before the app decides that im connected to internet, connected to phone service. I've uninstalled and re-installed the app (which is ridiculous that you have to delete the app and re-install it to get updates to apply...) any clarification on this issue would be great. since you decided to charge MORE PER MONTH I expect PREMIUM SERVICES WHICH I PAY FOR.",2,9.1.24.1739,False Offline Status
"I purchased the annual premium plan last month during the offer. It was advertised as an annual subscription, but I only received one month of Premium. This is misleading, and I believe I wasted my money.Look into this issue and resolve it",1,9.1.60.1970,Family and Duo Plan Issues
I had a duo account but no longer needed it. I cancelled duo so I could go back to a single plan next month. it said I'd retain duo until my next billing cycle. These greedy animals put me on free two days after I paid them $18.,1,9.1.32.2083,Family and Duo Plan Issues
To pricy..... There was a time this was my go to. Now I have to think twice and you guys removed DUO plan. That sucks man,3,9.1.36.1948,Family and Duo Plan Issues
fix your plans. don't let someone pay for duo and they can't even add the people who live under their roof.,1,9.1.58.1567,Family and Duo Plan Issues
I had the free plan for about 3 years busy since I moved to the paid plan it's a whole other all,5,9.1.44.2120,Family and Duo Plan Issues
"Duo is a money grab. Its marketed as two premium plans for a discounted rate, but the second plan does not include all of the features of the premium plan. Intentionally misleading marketing is not cool.",3,9.1.52.1394,Family and Duo Plan Issues
my standard premium 2 months Stop in the middle 🤬,1,9.0.58.596,Family and Duo Plan Issues
"I want to leave and subscribe to other platforms since you are discontinuing the Duo plan in South Africa and replacing it with an expensive premium which is not reasonable at all, the pricing in South Africa have become too high all of a sudden, with no explanation at all",2,9.1.52.1394,Family and Duo Plan Issues
Bro what is up u money hungry people? I was using the duo plan for over 2 years now and you've gotta remove it for some other packs that aren't even worth the money? How greedy can you be as a company?,1,9.1.28.2252,Family and Duo Plan Issues
so you limit to change plan in 12 months? annoying,1,9.1.34.2060,Family and Duo Plan Issues
they raised the premium plan amount and removed the premium individual plan . very inconvenient and very greedy of them .,1,9.1.36.1948,Family and Duo Plan Issues
Same address for duo? whats the point??? why limit what I buy with my money?,1,9.1.58.1567,Family and Duo Plan Issues
"completely unusable at free plan, and I absolutely hate the fact you can only get monthly payment thingy, I despise it, I struggle a lot with those kinds of things plus I'm a teenager I'd much rather just pay for this once than have to pay it every month, you should definitely be adding an annual plan it would be so much better.",2,9.1.44.2120,Family and Duo Plan Issues
"Wasted money on a family plan when a duo plan would have sufficed, they never switched me to the plan or told me about it. When it would have been cheaper and I wasn't even using the extra benefits! When I asked for a refund, they just kept saying excuses! Total rip-offs!",1,9.1.24.1739,Family and Duo Plan Issues
"So... Can't really do the annual plan in my country anymore, even though it was available before. Pretty sure that counts as a regression.",2,9.1.52.1394,Family and Duo Plan Issues
"I bought a duo plan, and I can't use it at all. It keeps telling me ""We couldn’t confirm that you live with the plan manager for this plan. You can join someone else’s plan again in 12 months. Or find another plan that’s right for you."" I ALREADY BOUGHT A PLAN, SO WHY CAN'T I USE IT. LET ME USE THE PLAN. THE PLANE MANAGER LITERALLY SENT ME AN INVITE.",1,9.1.36.1948,Family and Duo Plan Issues
"They keep increasing the amount of these plans year by year, it's getting too ridiculous now. You can barely do anything on the free version",1,9.1.44.2120,Family and Duo Plan Issues
"Removed the duo plan, and charging insane prices, felt like a backstab to the loyal customers.",2,9.1.36.1938,Family and Duo Plan Issues
Why the hell did you guys remove the Duo plan?. I am uninstalling this forever 🙏.,1,9.1.36.1948,Family and Duo Plan Issues
"Absolutely abysmal experience trying to upgrade to a Duo plan. My partner has been blocked for 12 months despite us living together and us having updated our billing country to the correct one. Beware they make it very difficult to move address or country and will block you for a WHOLE YEAR if you make any mistake in the process, which is very tortuous and unclear to begin with. Definitely not worth it to indirectly support a company with poor ethics.",1,9.1.28.2252,Family and Duo Plan Issues
"worthless. some songs aren't even available in here, yet you charge us with high price.",1,9.1.22.1630,Forced to Pay for Features
very much injustice and don't understand about the problem of someone's financial problems.... they really banned me of listening songs on my own and asked for pay to listen...,1,9.1.60.1970,Forced to Pay for Features
wdym I need to pay just to play in my alexa,1,,Forced to Pay for Features
you basically gonna need to pay just to skip a song,1,9.1.42.2058,Forced to Pay for Features
either you pay or you jyst dont listen to the music you want it sucks,1,9.1.44.2120,Forced to Pay for Features
"everything is paid, they ask for money to skip songs, play desired song",1,9.1.32.2083,Forced to Pay for Features
it's becoming pay to win we can't even listen to our favourite songs now without paying money,1,,Forced to Pay for Features
price keeps going up. But you can select who you want to listen to. download them as well. You can also play a song and let it auto play similar songs/type,4,9.1.44.2120,Forced to Pay for Features
Asking money to play a desired song is not an attractive move,1,9.1.58.1567,Forced to Pay for Features
after some time it charges money for what song we need very wad experience,1,9.1.34.2060,Forced to Pay for Features
another price increase?! you won't even recommend new songs and you want another 1$??? I ended up switching to YT music it's cheaper and I get add free videos and audiobooks.,1,9.1.52.1394,Forced to Pay for Features
it is asking money to play a song our wish it's too bad,1,9.1.0.1147,Forced to Pay for Features
trash for music if you don't pay. let's you make a Playlist then won't play any of the songs you add to it. ridiculous.,1,9.1.42.2058,Forced to Pay for Features
why I have to pay to play the song I want?! I don't want some random song that is familiar. this is ridiculous.,1,9.1.32.2083,Forced to Pay for Features
very poor songs 1% adds 99% I cannot change songs in a day I want to change song but I want to wait one day very worst,1,9.0.80.1343,Forced to Pay for Features
I have about 150 songs on my playlist but without paying for this they the same 2 dozen songs over and over,1,9.1.24.1739,Forced to Pay for Features
Having to pay just to listen to our playlist peacefully is wild bfr stop acting like yall don't make enough money.,1,8.9.26.592,Forced to Pay for Features
I am willing to pay 100 a month but 140 is too much and if u don't pay it doesn't let you play the song of your choice,1,,Forced to Pay for Features
"treats their users like trash, want to skip more then a handful of songs,? better get ur wallet out, you want to listen to a certain song? too damn bad you need to pull your wallet out, might as well not bother with them",1,9.1.24.1739,Forced to Pay for Features
They have all my favorite artists even the underrated ones but it keeps asking me to pay money and playing adds like why do I have to pay for music? Music is quite literally thereapy for people. That includes me as well.,3,9.1.36.1948,Forced to Pay for Features
A lot of the options are restricted for unpaid users.,1,9.1.62.1601,Free Version Too Restricted
"for the next update, I suggest letting downloads be free instead of having to be paid for. that's my only request.",4,9.1.60.1970,Free Version Too Restricted
"very, VERY restricted. the free version is absolutely terrible. I wouldn't recommend using this anymore. it's just not like how it used to be and it just wants your money.",1,9.1.44.2120,Free Version Too Restricted
The number of restrictions imposed on free accounts is completely illogical.,1,9.1.52.1394,Free Version Too Restricted
third class. they are just seeking money. users have no freedom at all. they don't think free users are human,1,9.0.88.1405,Free Version Too Restricted
the free version is Really a Pain . . .,1,,Free Version Too Restricted
The free version is not recommended it is worse than the older version,1,9.1.42.2058,Free Version Too Restricted
